Keywords (Clem)
"January 1, 2026 - April 26, 2026"
Search keyword,Search keyword status,Search keyword match type,Campaign,Ad group,Quality Score,Ad relevance,Landing page exp.,Exp. CTR,Currency code,Cost,Impr.,Clicks,Conversions,Search impr. share,Search lost IS (rank),Impr. (Abs. Top) %,Impr. (Top) %
fulfillrite order fulfillment,Not eligible,Phrase match,Competitor Campaign,Competitor, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
shipmonk 3pl,Not eligible,Phrase match,Competitor Campaign,Competitor, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ams warehouse,Not eligible,Phrase match,Competitor Campaign,Competitor, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
shipbob usa,Not eligible,Phrase match,Competitor Campaign,Competitor, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
capacity 3pl,Not eligible,Phrase match,Competitor Campaign,Competitor, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ams fulfilment,Not eligible,Phrase match,Competitor Campaign,Competitor, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ams 3pl,Not eligible,Phrase match,Competitor Campaign,Competitor, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
g10 fulfillment,Not eligible,Phrase match,Competitor Campaign,Competitor, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
pick pack fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Pick and Pack, --, --, --, --,USD,7.71,10,1,0.00,12.33%,65.75%,11.11%,77.78%
pick and pack services,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Pick and Pack, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
pick and pack fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Pick and Pack, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
pick and pack warehouse,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Pick and Pack, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
warehouse picking and packing,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Pick and Pack, --, --, --, --,USD,0.00,0,0,0.00,< 10%,50.00%,0,0
ecommerce pick and pack,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Pick and Pack, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
pick and pack fulfillment services,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Pick and Pack, --, --, --, --,USD,0.00,0,0,0.00,< 10%,50.00%,0,0
pick and pack fulfillment center,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Pick and Pack, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
warehouse pick packer,Not eligible,Exact match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Pick and Pack, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
3pl pick and pack,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Pick and Pack, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
pick and pack fulfillment cost,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Pick and Pack, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
b2b order fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,B2B Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
b2b fulfillment company,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,B2B Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
b2b warehousing,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,B2B Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
b2b fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,B2B Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,66.67%,0,0
b2b 3pl,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,B2B Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,50.00%,0,0
b2b fulfillment companies,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,B2B Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
b2b fulfillment services,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,B2B Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
fulfillment b2b,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,B2B Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
b2b order fulfillment services,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,B2B Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
3pl b2b,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,B2B Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
third party logistics,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,23.39,55,4,0.00,< 10%,73.82%,3.70%,44.44%
3pl logistics,Not eligible,Exact match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,0.00,22,0,0.00,< 10%,76.76%,14.29%,21.43%
3pl services,Not eligible,Exact match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,0.00,0,0,0.00,< 10%,68.42%,0,0
3pl companies,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,0.00,0,0,0.00,< 10%,70.97%,0,0
3rd party warehouse,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,22.44,89,2,0.00,< 10%,74.70%,10.45%,56.72%
3pl warehouse,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,10.58,8,1,0.00,< 10%,85.00%,33.33%,66.67%
best 3pl companies,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
3pl distribution companies,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,0.00,3,0,0.00,< 10%,61.29%,0.00%,0.00%
largest 3pl logistics companies,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
3rd party logistics companies near me,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,0.00,0,0,0.00,< 10%,50.00%,0,0
3pl logistics near me,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,0.00,0,0,0.00,< 10%,62.50%,0,0
fulfillment 3pl,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
3pl e commerce fulfillment service,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,3PL, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,71.43%,0,0
omni fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
omnichannel fulfillment services,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel fulfillment solutions,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel order fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel fulfillment strategy,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel warehouse,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel 3pl,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel 3pl company,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel 3pl services,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel ecommerce fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel fulfilment solutions,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omni channel ecommerce fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
retail omnichannel fulfilment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel order fulfilment logistics,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omni channel retail order fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omni channel retail fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omni stock fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
unified commerce fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
fulfillment center,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,fulfillment center, --, --, --, --,USD,47.09,100,4,0.00,< 10%,72.84%,22.22%,54.32%
fulfillment company,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,fulfillment center, --, --, --, --,USD,0.00,24,0,0.00,< 10%,76.67%,26.67%,53.33%
order fulfillment services,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,fulfillment center, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
fulfillment warehouse,Not eligible,Exact match,Ecommerce Fulfillment Services | Handled | Search | TDM Ecommerce Fulfillment Services | Handled | Search | TDM – Experiment: Maximize Conversions,fulfillment center, --, --, --, --,USD,0.00,3,0,0.00,< 10%,65.38%,0.00%,100.00%
